Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
"Gods I do not enuy you; for know this Way's here on earth compleate, excels you blisse",RELIGION,EMOTIONS,MENTAL FACULTY,SPATIAL,NATURE,,
"Thou creature made by Loue, compos'd of pleasure,",RELIGION,EMOTIONS,MUSIC,SEXUALITY,,,
you alone shouldst be mans heaven on earth:,MEN,RELIGION,NATURE,,,,
"If I alone may but enioy your love, Ile not change earthly ioy to be heavens jove:",SOCIAL RELATIONS,SEXUALITY,EMOTIONS,TRANSFORMATION,NATURE,RELIGION,
"your soul truely tastes our petulance,",RELIGION,FOOD,DERISION,,,,
"Conditious Louer, Cupid's Intelligencer, That makes man understand what pleasure is:",EMOTIONS,MYTH,SOCIAL STATUS,MEN,SEXUALITY,,
women are the rarest workes in nature.,WOMEN,ART,NATURE,,,,
women can command rare mans desire.,WOMEN,COMMANDS,MEN,EMOTIONS,,,
"sit to Cupid's feast, The preparation to Papheon daliance,",MYTH,FOOD,SOCIAL RELATIONS,JOVIALITY,,,
"Harmonious Musicke breathe your siluer Ayres, To stirre up appetite to Venus banquet,",MUSIC,BREATHING,COLORS,NATURE,MOVEMENT,FOOD,MYTH
"That breath of pleasure that entrances soules, Making that instant happinesse a heauen, In the true taste of loves deliciousnesse.",BREATHING,SEXUALITY,RELIGION,TIME,EMOTIONS,FOOD,
"wordes are able to stirre cold desire, Into his flesh that lyes emtomb'd in Ice, Hauing lost the feeling vse of warmth in bloud,",LANGUAGE,MOVEMENT,TEMPERATURE,SEXUALITY,ANATOMY,DEATH,PRIVATION
"whose youthfull veynes, Like a proud Riuer, ouer-flow their bounds?",LIFE'S CYCLE,ANATOMY,CHARACTER TRAITS,NATURE,SPATIAL,,
"Pleasures Ambrosia, or loves nourisher,",SEXUALITY,FOOD,EMOTIONS,,,,
"Ile leade the way to Venus Paradise, Where you shalt taste that fruit that made man wise.",SOCIAL RELATIONS,SPATIAL,MYTH,RELIGION,FOOD,MENTAL FACULTY,
Sing notes of pleasure to elate our bloud:,MUSIC,SEXUALITY,ANATOMY,,,,
Why should heaven frowne on ioyes that do us good?,RELIGION,FACIAL EXPRESSIONS,EMOTIONS,FEELINGS,,,
"To force your blood to lust, and rauish pleasure.",VIOLENCE,ANATOMY,SEXUALITY,,,,
"keeper of loves treasure,",PRESERVATION,EMOTIONS,ECONOMICS,,,,
"Still I am your captiue, yet your thoughts are free: To be Loues bond-man is true libertie.",INCARCERATION,MENTAL FACULTY,EMOTIONS,SOCIAL STATUS,,,
"I have swomme in seas of pleasure without ground, Ventrous desire past depth it selfe has drownd.",PHYSICAL ACTIVITIES,NATURE,SEXUALITY,DANGER & SAFETY,SPATIAL,VIOLENCE,
"Such skill has beauties Art in a true louer, That dead desire to life it can recouer.",ART,APPEARANCE,EMOTIONS,DEATH,SEXUALITY,LIFE,MEDICINE
"Thus beauty our desire can soone aduance, Then straight againe kill it with daliance.",APPEARANCE,SEXUALITY,VIOLENCE,JOVIALITY,,,
"Diuinest women, your enchanting breaths Giue Louers many lifes and many deaths.",RELIGION,WOMEN,MYSTICAL,BREATHING,EMOTIONS,LIFE,DEATH
"May your desire to me for ever last, Not dye by surfet on my delicates:",SEXUALITY,TIME,DEATH,FOOD,,,
"as I tye this Iewell about your necke, So may I tie your constant love to mine,",ADHESION,ECONOMICS,ANATOMY,PRESERVATION,EMOTIONS,,
"That greedy curse of mans and womans hell, Where nought but shame and loath'd diseases dwell.",ECONOMICS,MYSTICAL,HUMANITY,RELIGION,ETIQUETTE,MEDICINE,ACCOMMODATION
"My faith to thee, like rockes, shall neuer moue,",DEVOTION,MATERIALS,TIME,MOVEMENT,,,
The Sunne shall change his course ere I my loue.,NATURE,TRANSFORMATION,SPATIAL,EMOTIONS,,,
"The Serpents wit to woman rest in me,",ANIMALS,MENTAL FACULTY,WOMEN,CHARACTER TRAITS,,,
"Fain'd sighes and teares dropt from a womans eye, Blindes man of reason, strikes his knowledge dumbe:",SOUNDS,ANATOMY,WOMEN,DEFORMITIES,MEN,MENTAL FACULTY,VIOLENCE
"Wit armes a vvoman, ",MENTAL FACULTY,WEAPONS & ARMOR,WOMEN,,,,
"Ushers proue Masters, degrees makes us climbe.",SOCIAL RELATIONS,SOCIAL STATUS,SPATIAL,PHYSICAL ACTIVITIES,,,
"my lust was blinde, but now my soule's cleare sighted, And sees the spots that did corrupt my flesh:",SEXUALITY,DEFORMITIES,RELIGION,CLEANING,SENSATIONS,CONSUMPTION,ANATOMY
"Those tokens [spots] sent from hell, brought by desire, The messenger of euerlasting death.",CLEANING,RELIGION,SEXUALITY,SOCIAL STATUS,DEATH,,
"My Lady's in her Pulpit, now shee'll preach.",WOMEN,RELIGION,LANGUAGE,,,,
"Tooke her for a Puritan, and now shee shewes it.",MENTAL FACULTY,RELIGION,APPEARANCE,,,,
"ill past life, Like gold refin'd, shall make a perfect Wife.",ETHICS,LIFE,ECONOMICS,MATRIMONY,,,
"I stand on firme ground now, before on Ice;",PHYSICAL ACTIVITIES,NATURE,TIME,TEMPERATURE,,,
We know not vertue till wee taste of vice.,MENTAL FACULTY,ETHICS,FOOD,,,,
"where the Diuell has the Fee-simple, he will keep possession.",RELIGION,ECONOMICS,PRESERVATION,,,,
"I paid thee for your pleasures vendible. Whose mercenary flesh I bought with coyne,",ECONOMICS,SEXUALITY,ANATOMY,,,,
"Already turn'd apostate, but now all pure, Now damn'd your faith is, ",RELIGION,CLEANING,,,,,
"loves endure Like dewe upon the grasse, when pleasures Sunne Shines on your vertues, all your vertue's done.",EMOTIONS,SUFFERING,NATURE,FEELINGS,LIGHT,ETHICS,
"Thou gaudy childe of pride, and nurse of sinne.",LIFE'S CYCLE,CHARACTER TRAITS,FOOD,RELIGION,,,
My hot desire of vengeance shall strike wonder;,TEMPERATURE,EMOTIONS,VIOLENCE,MENTAL FACULTY,,,
Revenge in woman fals like dreadfull thunder.,VIOLENCE,WOMEN,EMOTIONS,NATURE,,,
Farewell you priuate strumpet worse then common.,GREETINGS,SEXUALITY,SOCIAL RELATIONS,,,,
"Man were on earth an Angell but for woman,",MEN,NATURE,RELIGION,WOMEN,,,
"That seauen-fold branch of hell from them [women] doth grow,",QUANTITIES,NATURE,RELIGION,WOMEN,,,
"Pride, Lust, and Murder, they raise from below, With all their fellow sinnes.",CHARACTER TRAITS,SEXUALITY,VIOLENCE,PHYSICAL ACTIVITIES,SPATIAL,SOCIAL RELATIONS,RELIGION
"Bribing damnation,",ECONOMICS,RELIGION,,,,,
"Shame's their executors, Infamie their graues.",ETIQUETTE,VIOLENCE,DEATH,RECOGNITION,,,
"[women] Your painting will wipe off, which Art did hide, And shew your ugly shape in spite of pride.",WOMEN,ART,CLEANING,CONCEALMENT,APPEARANCE,CHARACTER TRAITS,
rich in nothing but in shame.,ECONOMICS,PRIVATION,ETIQUETTE,,,,
"Then soulelesse women know, whose faiths are hollow, Your lust being quench'd, a bloudy act must follow.",RELIGION,WOMEN,MENTAL FACULTY,SPATIAL,SEXUALITY,CONSUMPTION,VIOLENCE
"Justice that makes Princes like the Gods,",JUDICIARY,POLITICS,RELIGION,,,,
Our presence can chase bribery from Lawes:,APPEARANCE,HUNTING & FISHING,ECONOMICS,JUDICIARY,,,
"it best becomes our places, To have our light from you the Sonne of Vertue,",ETIQUETTE,SPATIAL,LIGHT,FAMILIAL,ETHICS,,
"Stand forth you Vipers, that have suck'd bloud,",COMMANDS,ANIMALS,FOOD,ANATOMY,,,
lopped a branch sprung from a royall tree:,VIOLENCE,NATURE,SOCIAL STATUS,,,,
On what ground sprung your hate,NATURE,EMOTIONS,,,,,
curse laid on Venecians jelousy.,MYSTICAL,POLITICS,EMOTIONS,,,,
for sport and profit brought us in some Venician Comedy upon the Stage.,GAMES & SPORT,ECONOMICS,ETHNICITY & NATIONALITY,THEATRE,,,
"I should neuer heare Lanthorne and candle call'd for, But I should thinke it was for me and my Wife.",SENSATIONS,LIGHT,LANGUAGE,MENTAL FACULTY,MATRIMONY,,
"Kill not your justice, Duke, to saue our liues:",VIOLENCE,JUDICIARY,POLITICS,ASSISTANCE,LIFE,,
That man is souleless that ne'er sinnes on earth.,MEN,PRIVATION,RELIGION,TIME,NATURE,,
"your lustfull kinsman, I can title him no better, came sneaking to my house like a Promoter to spye flesh in the Lent",SEXUALITY,FAMILIAL,MOVEMENT,DOMESTIC,JUDICIARY,FOOD,RELIGION
all paines are but trifles to the horn of a Citizen.,SUFFERING,ECONOMICS,ANIMALS,POLITICS,,,
I taken all this paines to bring thee to hanging,SUFFERING,VIOLENCE,,,,,
"I'll make a wry mouth at that, or it shall cost me a fall:",FACIAL EXPRESSIONS,ANATOMY,ECONOMICS,DESTRUCTION,,,
Jew. Monster. Dog-killer.,RELIGION,DEFORMITIES,ANIMALS,VIOLENCE,,,
"He scornes my company, till the day of Iudgement,",DERISION,SOCIAL RELATIONS,TIME,RELIGION,,,
"You hang together, that shall make you friends, An euerlasting hatred death soone ends",VIOLENCE,SOCIAL RELATIONS,TIME,EMOTIONS,DEATH,HINDRANCE,
"Kings words like Fate, must neuer change their breath.",POLITICS,LANGUAGE,MYSTICAL,TRANSFORMATION,BREATHING,,
"You malice-monger,",ETHICS,ECONOMICS,,,,,
Justice that smiles on those on him must frown,JUDICIARY,FACIAL EXPRESSIONS,,,,,
"my griefe springs from my shame,",EMOTIONS,NATURE,ETIQUETTE,,,,
"Thou monster of my blood [kinship], ",DEFORMITIES,ANATOMY,FAMILIAL,,,,
"Laws thunder is but death,",JUDICIARY,NATURE,DEATH,,,,
"Thy head's your forfeit for your hearts offence,",ANATOMY,PRIVATION,DERISION,,,,
"that I was borne to be hate's slaue,",REPRODUCTION,EMOTIONS,SOCIAL STATUS,,,,
"The foode of Rumor, that deuour's my fame;",FOOD,LANGUAGE,RECOGNITION,,,,
"lust's paramowre, A glorious Diuell, and the noble whore,",SEXUALITY,EMOTIONS,RELIGION,SOCIAL STATUS,,,
"[Revenged] upon a Viper, that does get mine honour,",VIOLENCE,ANIMALS,CHARACTER TRAITS,,,,
"Who loves Isabella the insatiate, Needs Atlas back for to content her lust,",EMOTIONS,SEXUALITY,MYTH,ANATOMY,FEELINGS,,
"That sacrilegious thiefe to Himens rights,",RELIGION,ECONOMICS,MATRIMONY,,,,
"Making her lust her God, heau'n her delights.",SEXUALITY,RELIGION,,,,,
"Swell not proud heart, Ile quench your griefe in blood,",SIZE,CHARACTER TRAITS,ANATOMY,CONSUMPTION,EMOTIONS,,
"Dare your hand execute, whom my tongue condemnes,",RESISTANCE,VIOLENCE,ANATOMY,RECOGNITION,,,
hate must our true love sever.,EMOTIONS,VIOLENCE,,,,,
Reuenge to me is sweeter now then lust.,VIOLENCE,FOOD,SEXUALITY,,,,
"Loue Armes my hand, makes my soul valiant,",EMOTIONS,WEAPONS & ARMOR,ANATOMY,RELIGION,CHARACTER TRAITS,,
"wrongs now sits upon my sword, To fall more heauie to your cowards head, Then thunderbolts upon Ioues rifted Oakes:",ETHICS,WEAPONS & ARMOR,VIOLENCE,WEIGHT,ANATOMY,NATURE,EMOTIONS
has your faith and reason left thee both?,RELIGION,MENTAL FACULTY,PRIVATION,,,,
That you art onely flesh wiyout a soule:,ANATOMY,RELIGION,,,,,
Blind rage that will not let thee see your selfe.,DEFORMITIES,EMOTIONS,RESISTANCE,SENSATIONS,CHARACTER TRAITS,,
"Let reason govern rage,",MENTAL FACULTY,SOCIAL RELATIONS,EMOTIONS,,,,
"In this attempt, your shame will ever liue.",VIOLENCE,ETIQUETTE,TIME,LIFE,,,
"Thou hast wrong'd the Phoenix of all women rarest,",ETHICS,MYSTICAL,WOMEN,,,,
"Thou dotest upon a diuell, not a woman, That ha's bewitcht thee with her Sorcerie, drown'd your soul in leathy faculties, ",MENTAL FACULTY,RELIGION,WOMEN,MYSTICAL,VIOLENCE,MYTH,
"Her vselesse lust has benumb'd your knowledge, Thy intelectuall powers, obliuion smothers, That you art nothing but forgetfulnesse.",WOMEN,SEXUALITY,SENSATIONS,MENTAL FACULTY,VIOLENCE,PRIVATION,
"Leaue her, and leave your shame where first you found'st it;",PRIVATION,ETIQUETTE,DISCOVERING,,,,
"live a bondslaue to diseased lust, Deuour'd in her gulfe-like appetite",LIFE,SOCIAL STATUS,MEDICINE,SEXUALITY,FOOD,NATURE,
"infamy shall write your Epitaph, Thy memory leaves nothing but your crimes, A scandall to your name in future times.",ETIQUETTE,LANGUAGE,DEATH,MENTAL FACULTY,PRESERVATION,JUDICIARY,TIME
Insatiate lust is Sire still to murther.,SEXUALITY,SOCIAL STATUS,VIOLENCE,,,,
"if her heart blood were vext,",ANATOMY,EMOTIONS,,,,,
"This curse pursues female Adulterie, They'l swimme through blood for sinnes varietie:",MYSTICAL,HUNTING & FISHING,WOMEN,SEXUALITY,PHYSICAL ACTIVITIES,ANATOMY,RELIGION
"Their pleasure like a sea groundlesse and wide, A womans lust was neuer satisfied.",SEXUALITY,NATURE,SPATIAL,WOMEN,TIME,,
"Feare whispers in my brest, I have a soul That blushes red, for tending bloudy facts,",EMOTIONS,LANGUAGE,ANATOMY,RELIGION,FACIAL EXPRESSIONS,VIOLENCE,
Thy counsell is the path leades me to heaven.,ASSISTANCE,SPATIAL,SOCIAL RELATIONS,RELIGION,,,
"We have escap't the snares of her false Love,",DANGER & SAFETY,HUNTING & FISHING,DECEPTION,EMOTIONS,,,
"I was the Indian, yet you had the treasure.",ETHNICITY & NATIONALITY,ECONOMICS,,,,,
"My faction often sweates, and oft takes cold, Then gilde true diligence o'er with gold.",SOCIAL RELATIONS,ANATOMY,TEMPERATURE,ECONOMICS,CHARACTER TRAITS,,
"Tis Whores and Panders, that makes earth like hell.",SEXUALITY,NATURE,RELIGION,,,,
"I am got out of lusts Laborinth,",SPATIAL,SEXUALITY,ARCHITECTURE,,,,
"Lust is like Aetna, and will ever burne.",SEXUALITY,NATURE,TIME,FIRE,,,
Yet now desire is quench't flam'd once in height: ,SEXUALITY,CONSUMPTION,FIRE,SPATIAL,,,
"Till man knowes hell, he neuer has firme faith.",MENTAL FACULTY,RELIGION,TIME,,,,
Out scritch-Owle messenger of my reuenges death,SOUNDS,ANIMALS,SOCIAL STATUS,VIOLENCE,DEATH,,
"you vassaile to my pleasure , Art not my footestoole, ",SOCIAL STATUS,SEXUALITY,ANATOMY,DOMESTIC,,,
Faint-hearted coward,CONSUMPTION,ANATOMY,CHARACTER TRAITS,,,,
her sight like death doth feare me. ,SENSATIONS,DEATH,EMOTIONS,,,,
stain of Nobility,CLEANING,SOCIAL STATUS,,,,,
"Within this prison, made of flesh and bone, I'd not trust Thunder with my fell reuenge,",INCARCERATION,ANATOMY,SOCIAL RELATIONS,NATURE,VIOLENCE,,
fame should Chronicle a womans acts!,RECOGNITION,LANGUAGE,WOMEN,PHYSICAL ACTIVITIES,,,
"Meane hate is stingless, and does only name me:",ECONOMICS,EMOTIONS,ANIMALS,LANGUAGE,,,
"tis high blood that swells, Giue me reuenge, and damn me into hells,",SPATIAL,ANATOMY,SIZE,VIOLENCE,RELIGION,,
"Griefe must be speechlesse, ere the heart can breake.",EMOTIONS,LANGUAGE,ANATOMY,DESTRUCTION,,,
"Forces united are the nerves of war, Mother and nurse of obseruation",MILITARY,SOCIAL RELATIONS,ANATOMY,FAMILIAL,FOOD,WOMEN,SENSATIONS
"Whose rare ingenious spright, fils all the world By looking on it selfe with piercing eyes - Will looke through strangers imbecilities.",CHARACTER TRAITS,SPATIAL,NATURE,SENSATIONS,ANATOMY,SOCIAL RELATIONS,MENTAL FACULTY
"What rarietie of women feeds my sight, And leades my sences in a maze of wonder?",WOMEN,FOOD,SENSATIONS,SOCIAL RELATIONS,ARCHITECTURE,MENTAL FACULTY,
"Bellona, you wert my mistris till I saw that shape But now my sword, Ile consecrate to her,",MYTH,WOMEN,SENSATIONS,APPEARANCE,WEAPONS & ARMOR,RELIGION,
"Leaue Mars and become Cupids Martialist,",PRIVATION,MYTH,MILITARY,,,,
"Beauty can turn the rugged face of war, And make him smile upon delightfull peace, ",APPEARANCE,TRANSFORMATION,ANATOMY,MILITARY,FACIAL EXPRESSIONS,POLITICS,
"[beauty] Courting her [peace] smoothly like a femallist,",APPEARANCE,POLITICS,COURTING,SEXUALITY,,,
"I grow a slave vnto my potent loue, Whose power change hearts, make our fate remoue.",SOCIAL STATUS,EMOTIONS,TRANSFORMATION,ANATOMY,MYSTICAL,,
"Pleasure now ore-rules my blood,",SEXUALITY,POLITICS,ANATOMY,,,,
"Rage shall drown faint love in a crimson flood, were he caught, I'de make him murder's hand.",EMOTIONS,VIOLENCE,COLORS,ANATOMY,INCARCERATION,,
"her speech, whose powerfull breath, Is able to infuse life into death.",LANGUAGE,BREATHING,ALCHEMY,LIFE,DEATH,,
"Diuinest woman, know my soul Is dedicated to your shrine of beauty,",RELIGION,WOMEN,MENTAL FACULTY,DEVOTION,APPEARANCE,,
"Thou abstract drawne from natures empty store-house,",MENTAL FACULTY,NATURE,PRIVATION,ECONOMICS,,,
"I am your slaue, command my sword, my heart",SOCIAL STATUS,COMMANDS,WEAPONS & ARMOR,ANATOMY,,,
"To cosen women is a trade 'mongst men,",DECEPTION,WOMEN,ECONOMICS,MEN,,,
"Perils that that neuer mortall durst approve [for love], Ile double all the workes of Hercules",DANGER & SAFETY,LIFE,RESISTANCE,EMOTIONS,QUANTITIES,LABOR,MYTH
"He that dies resolute, does never die:",DEATH,MENTAL FACULTY,PRIVATION,,,,
"Death is but emptie Aire, the Fates have twisted.",DEATH,NATURE,MYSTICAL,CLOTHES,,,
"Where Cupid dances, on those globes of love, Feare is my vassall, when I frowne he flyes,",MYTH,JOVIALITY,ANATOMY,EMOTIONS,SOCIAL STATUS,FACIAL EXPRESSIONS,DANGER & SAFETY
"A hundred times in life, a coward dies.",TIME,LIFE,CHARACTER TRAITS,DEATH,,,
I am your plague to scourge your enemies.,MEDICINE,VIOLENCE,SOCIAL RELATIONS,,,,
"I'le wash your scandall off, when their hearts bleed",CLEANING,ETIQUETTE,ANATOMY,INJURIES,,,
"Tell your fames poison, blood shall wash thee white,",LANGUAGE,RECOGNITION,MEDICINE,ANATOMY,CLEANING,COLORS,
"My spotlesse honor, is a slave to spite:",CLEANING,RECOGNITION,SOCIAL STATUS,RESISTANCE,,,
"These are the monsters Venice doth bring forth, Whose emptie soules are bankcrupt of true worth.",DEFORMITIES,POLITICS,REPRODUCTION,SPATIAL,RELIGION,ECONOMICS,
"Ignoble villens, their best blood shall prove, Reuenge fals heauy, that is rais'd by loue.",ETHICS,ANATOMY,JUDICIARY,VIOLENCE,WEIGHT,PHYSICAL ACTIVITIES,EMOTIONS
"Be God on earth, and revenge innocence,",RELIGION,NATURE,VIOLENCE,JUDICIARY,,,
the white soul of honour,COLORS,RELIGION,RECOGNITION,,,,
"Our Pleasures Protean-like in sundry shapes, Shall with varietie stirre daliance.",SEXUALITY,MYTH,APPEARANCE,MOVEMENT,JOVIALITY,,
"I am immortall, O divinest creature: Thou do'st excell the Gods, in wit and feature.",DEATH,RELIGION,MENTAL FACULTY,APPEARANCE,,,
revenge now shakes his rods:,VIOLENCE,MEN,WEAPONS & ARMOR,,,,
"Beautie condemnes you, stronger than the Gods.",APPEARANCE,JUDICIARY,RELIGION,,,,
"Come, Mars of louers, Vulcan is not here, Make vengeance like my bed, quite voide of feare.",MOVEMENT,MYTH,EMOTIONS,VIOLENCE,SEXUALITY,PRIVATION,
"My senses are intranst, and in this slumber, I taste heau'ns ioyes, but cannot count the number.",SENSATIONS,SLEEP,FOOD,RELIGION,EMOTIONS,QUANTITIES,
let's deliuer them out of their earthly purgation; ,RELIGION,SPATIAL,NATURE,,,,
"a rule I still will keepe in brest,",JUDICIARY,PRESERVATION,SPATIAL,ANATOMY,,,
"To morrow they are executed leasse we reprieve them, Wee be their destinies to cast their fate.",TIME,VIOLENCE,JUDICIARY,MYSTICAL,,,
"Day was my night, and night must be my day",TIME,DARKNESS,LIGHT,,,,
"The sunne shin'd on my pleasure, with my love,",NATURE,LIGHT,SEXUALITY,EMOTIONS,,,
"darknesse must lend aide to my reuenge,",DARKNESS,ECONOMICS,ASSISTANCE,VIOLENCE,,,
"The stage of heau'n, is hung with solemne black, A time best fitting, to Act Tragedies,",THEATRE,RELIGION,COLORS,TIME,ETIQUETTE,,
"The nights great Queene, that maiden gouernesse Musters black clouds, to hide her from the world, ",DARKNESS,POLITICS,WOMEN,ADHESION,COLORS,NATURE,CONCEALMENT
"The nights great Queene, that maiden] Afraide to looke on my bold enterprise.",DARKNESS,POLITICS,WOMEN,EMOTIONS,SENSATIONS,VIOLENCE,
"Curs'd creatures messengers of death, possesse the world, Night-Rauens, scritch-owles, ",MYSTICAL,SOCIAL STATUS,DEATH,NATURE,DARKNESS,ANIMALS,SOUNDS
"vote-killing Mandrakes,",POLITICS,VIOLENCE,MEDICINE,,,,
"The ghosts of misers, that imprison'd gold, Within the harmelesse bowels of the earth, ",MYSTICAL,ECONOMICS,INCARCERATION,SPATIAL,ANATOMY,NATURE,
[The ghosts of misers] Are nights companions,MYSTICAL,ECONOMICS,DARKNESS,SOCIAL RELATIONS,,,
"That is the life-blood of deliciousnesse, ",LIFE,ANATOMY,FOOD,,,,
"Deem'd Isabella, Cupids Treasurer, Whose soul containes the richest gifts of love:",MYTH,ECONOMICS,RELIGION,SPATIAL,EMOTIONS,,
"Her beautie from my heart, feare doth expell;",APPEARANCE,ANATOMY,EMOTIONS,MEDICINE,,,
"They rellish pleasure best, that dread not hell.",FOOD,SEXUALITY,EMOTIONS,RELIGION,,,
"slanderous villain, nurse of Obloquy, ",ETHICS,FOOD,LANGUAGE,,,,
"[Villain] Whose poison'd breath, ha's speckl'd cleare faced vertue, And made a Leper of Isabella's fame,",ETHICS,MEDICINE,BREATHING,CLEANING,ANATOMY,RECOGNITION,
"[fame] That is as spotlesse, as the eye of heau'n.",RECOGNITION,CLEANING,ANATOMY,RELIGION,,,
Thy vitall thread's a cutting,LIFE,CLOTHES,VIOLENCE,,,,
"Art not Guiaca turn'd Apostata, has pleasure once againe Turn'd thee againe a devil",RELIGION,SEXUALITY,TRANSFORMATION,,,,
